人员id,电影id,人员名字,类型
1254dc96-7f71-4b5e-a613-a4dfc18764f2,30263960,滕艺,2
45b071ac-1a99-457a-9bd1-c8206b01f252,30263960,魏峰,2
00d44839-e3f7-4e53-8de4-7fa2913b0439,30279938,陈里洋,0
d32bb8b5-0adf-485d-b334-48daacefe2ef,30279938,孙迅,2
0e4f78de-cc33-4f6b-9388-b7bc4469b3a6,30279938,张冬,2
1323323,30279938,陈曦,2
4669cf87-9efb-4834-8ad4-c552ff7781e9,30279938,罗少谦,2
1395844,30353109,姜秉辰,0
71f954c3-763d-40df-89de-a22aa3e050aa,30353109,刘九思,2
2c5cf654-979d-4a7e-bc31-008daf9a6954,30353109,王梓豪,2
b6f850f8-5e1a-4cc2-9284-e74010069dee,30353109,罗乔伊,2
1374118,30353109,张欣媚,2
ad447610-3cf0-4907-822c-f47efe8febbc,30353109,张秉涵,2
1374352,30353109,闻典,2
2e7d47ff-2d96-46b6-96fd-8912ca56b484,30163700,涂承书,0
1312937,30163700,汪涵,2
1328439,30163700,韩红,2
1316511,30163700,蔡依林,2
1339808,30163700,王源,2
1045243,30163700,王力宏,2
1018248,30163700,莫文蔚,2
1352659,30163700,杨魏玲花,2
1352658,30163700,曾毅,2
1274727,30163700,张杰,2
1275479,30163700,田馥甄,2
1320177,27620913,肖光毅,0
1316142,27607374,赵雄,0
1369761,27607374,白美琼,1
1275746,27607374,金明民,2
1046180,27607374,金贤珠,2
1329322,27607374,罗美兰,2
1390943,27607374,约瑟夫·李,2
1314613,27607374,高昌锡,2
1388644,27607374,尹石花 ,2
1319934,27607374,黄宝罗,2
1388645,27607374,徐东贤,2
1390934,27607374,金夏宥,2
1376009,27607374,崔秉默,2
1352511,27607374,黄锡晶,2
1377765,27607374,李度京,2
1360324,27607374,金焕熙,2
1350943,27607374,全锡浩,2
1390937,27607374,金美华,2
1317031,27607374,郑汉溶,2
1339692,27607374,郑锡勇,2
1042532,27607374,尹智慧,2
1384801,27607374,崔胜元,2
1274619,27607374,李茂生,2
1366649,27607374,朴根祿,2
1385185,27607374,朴成根,2
1390938,27607374,金振盛,2
1339584,27607374,金钟仁,2
1390935,27607374,金载庸,2
1343833,27607374,金元海,2
1390315,27607374,安昌焕,2
1045773,27607374,金秀路,2
1391203,27607374,韓政國,2
1382631,27607374,金基楠,2
1391396,27607374,李恩泉,2
1338558,27607374,金栽经,2
d4aa605e-226c-4c91-8ae3-3f3982d43934,30284123,赵丹军,2
1398045,30283664,马赫穆德·法吉尔·寇斯坎,0
1301451,30283664,厄康·吉赛尔,1
1398045,30283664,马赫穆德·法吉尔·寇斯坎,1
a2e657fa-b238-4e46-8a29-020eea0f3f0b,30283664,Ali Seçkiner Alici,2
55624284-353b-43ad-989a-168954c18aa2,30283664,Tarhan Karagöz,2
cf500cb0-c2f8-4c51-816c-d75749b3995e,30283664,Murat Kiliç,2
03159bea-688b-4850-a7bb-08454d48d5e6,30283664,Sencan Güleryüz,2
ca90d652-68b9-4aa8-92fd-5c6b8fad1bd1,30283664,Erdem Senocak,2
1333372,26617266,马克·布罗泽,0
1368825,26617266,乔·巴顿,1
1359354,26617266,大卫·法尔,1
187a28cc-6cc9-4efa-ab2a-698685eb0ee5,26617266,Simon Rhodes,1
2572f379-f785-47f4-87f9-46c1af08d6af,26617266,Mika Watkins,1
1316079,26617266,路易斯·亨特,2
1365104,26617266,贝拉·戴恩,2
1027449,26617266,大卫·斯瑞弗,2
1017886,26617266,弗兰西丝·奥康纳,2
1013949,26617266,约纳斯·阿姆斯特朗,2
1000336,26617266,约瑟夫·马勒,2
1323531,26617266,汤姆·韦斯顿-琼斯,2
1201851,26617266,大卫·吉亚西,2
1314880,26617266,约翰尼·哈里斯,2
1327082,26617266,克洛伊·皮里,2
1036782,26617266,阿尔弗雷德·伊诺奇,2
1325682,26617266,艾咪费欧‧爱德华兹,2
1369022,30267290,米提隆·班栓,2
1369061,30267290,泽纶娅·秀利隆坤泽坤,2
1349148,30267290,唐蓬·斯里皮帕特,2
1326926,30267290,皮佳娜,2
02b5952f-69dc-4e8b-84de-700612b3d548,30253135,Toni Iera Rakkaen,2
1332190,30253135,莎拉·莱格,2
8371d912-f25e-4d19-a808-009df62d3ad3,30253135,Four Sakolrat Wornurai,2
bd97cbd6-2166-4950-ab2b-8c693aa6fdd9,30253135,Gwang,2
3cda172e-a1a9-41af-8d0a-7f91241b10ec,30253135,Arm Weerayut Chansook,2
1396700,30253135,Krittanai Arsalprakit,2
bed4fed7-0b44-4993-a3bf-e1c0da6c5c97,30253135,Leo Saussay,2
20f341a9-af6f-4122-9b65-9940ce2138e2,30253135,Oranicha Krinchai,2
63cc381a-8753-4f3e-aea9-8bf177639fda,30253135,Noon Sutthipha Kongnawdee,2
19b1e924-e8a7-42f9-b4d3-5f84110ea54b,30136701,Carmen Geiss,2
fde6ebd8-4f6a-4078-9b92-15bda0a2ff16,30136701,Davina Shakira Geiss,2
2ddb680e-8de1-411a-9bc9-0b8726db9f91,30136701,Robert Geiss,2
fba570be-977f-41d1-af08-c84d5c001a24,30136701,Shania Tyra Geiss,2
1275193,27083561,筱原俊哉,0
1275193,27083561,冈田麿里,1
1372493,27083561,石见舞菜香,2
1005438,27083561,入野自由,2
ba62824e-8848-43d0-ac04-21b7e14134ec,27083561,樱井优辉,2
1314532,27083561,茅野爱衣,2
1052297,27083561,梶裕贵,2
1315177,27083561,细谷佳正,2
1241851,27083561,佐藤利奈,2
1275199,27083561,日笠阳子,2
1019908,27083561,泽城美雪,2
1028815,27083561,杉田智和,2
1344901,27083561,久野美咲,2
1025580,27083561,平田广明,2
915a0cff-f36a-43d3-a63e-8212ab201c86,27083561,徐斌,2
1317216,27083561,栗本有规,2
aaf1460c-989f-4548-9700-cc80c254d6bf,27083561,宍户准之介,2
a492dad1-91ce-44d0-8579-df1ff317ef85,27083561,岩川泰千,2
1247934,27083561,岩崎博,2
1363917,27083561,河本启佑,2
1178337,27083561,咲野俊介,2
1401525,27083561,伊东美弥子,2
1043279,27083561,浅野真由美,2
454df91e-02d4-4219-9350-c734194edac3,27083561,莲岳大,2
1321819,27083561,内田夕夜,2
1121234,27083561,前田爱,2
fdffb0d0-db05-4845-b31b-848f275f1cb5,27083561,松川央树,2
611c5951-482f-47c5-a0a0-a8552456ca49,27083561,岩崎谅太,2
00c098bd-4238-4a37-a597-93a9836bf159,27083561,本桥大辅,2
1378006,27083561,水中雅章,2
1399665,27083561,柳田淳一,2
51055c38-8a5f-4ed6-9149-b96dc2dc70af,27083561,川上晃太,2
f5fdc80f-d9d5-4d6b-a658-51f1f5249653,27083561,佐佐健太,2
1396969,27083561,岛袋美由利,2
1403714,27083561,矢野奖吾,2
428ad496-0592-4eeb-b167-d98cb161e99d,27083561,笠间淳,2
92788187-6e95-432e-abc6-6a9457a4f555,27083561,藤间隼,2
7d84e050-6d16-46ce-91f5-15fac653c94d,27083561,绵贯龙之介,2
87889955-4474-4713-aa32-921cf225200b,30383670,Dr.Hannah Fry,2
20dc1bc0-7027-474d-b10d-8676439f5133,30407059,Amelia Hashemi,0
479d2a3f-93f5-4347-a036-69d59c7d637d,30407059,Amelia Hashemi,1
c188f1a5-41b6-4e71-9aa8-33caebeba750,30407059,Savannah Clement,2
ab5efa41-f881-4c8e-ae26-d55fba02311a,30407059,Chelsea Edge,2
1f78476e-51e6-4ea4-b575-93c5697f171d,30407059,Daisy Fairclough,2
49c6e2f8-da84-42de-bc9e-a84d402a532a,30407059,Tsion Habte,2
6bdb5157-e70c-4444-b9f6-e49edd41a451,30407059,Semere Haile,2
da0a03af-0077-4993-a806-f8f1f8207f79,30407059,Shalisha James-Davis,2
b5cd26ad-3954-4103-9520-4d0a876b3722,30407059,Grace Saif,2
32ceba78-2b00-4326-842f-1d4da822243b,30407059,Max Williams,2
0a3ac3e4-577f-415a-8a13-c26984e1a11a,30407059,Joe Youens,2
1331516,27043023,玛吉·基莉 ,0
1314190,27043023,布拉德·法尔查克,1
1275184,27043023,瑞恩·墨菲,1
1041465,27043023,提姆·密涅尔,1
1025214,27043023,安吉拉·贝塞特,2
1022637,27043023,彼得·克劳斯,2
1372974,27043023,奥利弗·斯塔克,2
1176767,27043023,艾莎·辛德斯,2
1027505,27043023,肯尼斯·崔,2
1014049,27043023,洛克蒙·邓巴,2
1031898,27043023,康妮·布里登,2
1018144,27043023,玛丽特·哈莉,2
1339295,27043023,科科·布朗,2
1387873,27043023,Corinne Massiah,2
1387872,27043023,Marcanthonee Reis,2
1334349,30279904,山新,2
1376884,30279904,叶知秋,2
1395143,30279904,阎么么,2
1410444,30279904,闫夜桥,2
1409996,30279904,常蓉珊,2
1349646,30413038,克莱门特·柯杰特,0
5f29714d-8474-43db-b198-fcab1767ae80,27157730,杨晓轩,0
1354366,27157730,马伯庸,1
1378129,27157730,张震,2
1359405,27157730,苏尚卿,2
1334350,27157730,宝木中阳,2
1390171,27157730,杨凝,2
1340805,27157730,郭盛,2
1379634,27157730,Yao Li,2
1392573,27157730,涂小鸦,2
1376884,27157730,叶知秋,2
1364252,27157730,陈思宇,2
1340968,27157730,郝祥海,2
1343032,27157730,图特哈蒙,2
de1b6939-1e5a-4094-aa96-fad7f134cc20,27157730,李轻扬,2
1398551,30268809,山田雅史,0
51b4f4e0-ed22-4767-8bb1-f94e3ba4f770,30268809,辻野正樹,1
1398551,30268809,山田雅史,1
a60e297f-53b1-48b0-a558-3a251963e92d,30268809,山田菜々美,2
1352220,30268809,百川晴香,2
ee2c5d70-f1a6-4357-a2e2-2b954974fc73,30268809,佐伯香織,2
dbf2dbe3-e1e9-4ea4-9e27-e75513b0aee6,30268809,若松優,2
b3167ae4-0ef7-4eca-adc7-beec4a4f2abe,30268809,河合美咲,2
432ccd45-773d-428a-a53e-48325043524f,30322914,Rory Kennedy,0
1f1de0b9-a7a1-40ff-b50c-7156f6e82273,30322914,Rory Kennedy,2
1155650,30393477,路易斯·泰鲁,2
529b44b1-cdaa-45b1-8d68-d720c726625d,30320865,伯纳德·文格纳 Bernhard Wenger,0
f082b273-c15b-4616-bba4-f6a7b3698c98,30320865,伯纳德·文格纳 Bernhard Wenger,1
57dbba5a-6a2b-4d28-a966-2d3e96f5edb2,30320865,Rasmus Luthander,2
1382857,30320865,埃莉·特琳古,2
1335170,30320865,安娜·阿斯特罗姆,2
1054765,30320865,卡尔·阿克利特纳,2
1276034,30243332,乐嘉,2
1050179,30243332,钟丽缇,2
1316024,30243332,刘畊宏,2
1274939,30243332,胡可,2
1276079,30243332,韩雪,2
1011112,30243332,瞿颖,2
0d01e124-e524-40f4-b4ce-2ce8ab2244e8,30307202,Erik Leijonborg,0
0d46c124-e76c-4a29-a1a5-ed2bc4dc7308,30307202,Fredrik T. Olsson,1
da64451a-3fa6-4ef2-abea-3998e2aca296,30307202,Anna Jansson,1
1e9846cb-ecab-478a-b6f2-7d36c5ed848f,30307202,Eva Röse,2
a7ca42c9-1750-4f01-bfc8-82c358da8264,30307202,Allan Svensson,2
35bb9548-f4ad-4857-b18a-062848e578ca,30307202,Erik Johansson,2
bd9a454e-fee5-4992-9530-1ac571cdf8a5,30307202,Peter Perski,2
f604eae0-f1e8-47f1-a37c-1d514068a8f6,30307202,Ulf Friberg,2
1346530,30276389,张斌,2
1355035,30276389,马凡舒,2
1020287,30238958,照屋年之,0
1020287,30238958,照屋年之,1
1033105,30238958,奥田瑛二,2
1002489,30238958,筒井道隆,2
1331728,30238958,水崎绫女,2
1322047,30238958,大岛蓉子,2
1026865,30238958,坂本明,2
2d3f6f96-ffbe-4fcb-8e82-2a49098e1111,30238958,鈴木Q太郎,2
1328157,30238958,筒井真理子,2
1005110,30258074,黄圣依,2
1396302,30258074,杨安迪,2
1274270,30258074,谢娜,2
1314535,30258074,林更新,2
1005214,30258074,林心如,2
1333719,30258074,大张伟,2
1313842,30258074,孙艺洲,2
1317315,30258074,俞灏明,2
1361765,30258074,熊梓淇,2
1396205,26909469,森田纯平,0
1396205,26909469,森田纯平,1
1366885,26909469,铃木木实,2
1033407,26909469,田村由加莉,2
1344901,26909469,久野美咲,2
1223588,26909469,高桥智秋,2
1360838,26909469,山下诚一郎,2
1315671,26909469,濑户麻沙美,2
1341966,26909469,芹泽优,2
1314532,26909469,茅野爱衣,2
1374109,26909469,小山刚志,2
1396206,26909469,铃木裕斗,2
1225456,26909469,小形满,2
1035163,26909469,糸博,2
eb2b5a47-45e3-414c-a75e-e3901c93635d,30201101,黄正,0
c0ba635c-8924-4463-bd8e-a1c960b5108a,30201101,苗文一,1
7eab38b5-abb2-4c9e-8f02-002c7c8c03f9,30201101,王希,2
cd10acfa-7a17-446a-8c77-91c27388e0ea,30201101,张心怡,2
1323009,27148176,古泽健,0
a7edf43c-8a87-47d0-8eb2-8838f00b0d99,27148176,松崎洋,1
1322296,27148176,志尊淳,2
1357417,27148176,佐野勇斗,2
1313429,27148176,早见明里,2
1343724,27148176,竹内凉真,2
1321044,27148176,户塚纯贵,2
1353709,27148176,佐藤宽太,2
1315719,27148176,铃木胜大,2
1396779,30263792,许慧如,0
1353422,27622690,尹大为,0
1390811,27622690,乔洪明,1
1334555,27622690,张军,1
1390812,27622690,宦宇,2
1380527,27622690,高雪儿,2
1374501,27622690,马祥睿,2
1390813,27622690,武文,2
1353422,27622690,尹大为,2
1390814,27622690,陈俊宇,2
1333312,27622690,嘉男海林,2
1390815,27622690,黄映莹,2
ac12df18-23c2-4270-8b14-c1cfbdc7c34c,30291504,林缨,0
ae5fda70-4f57-4ff5-b264-d797814809d5,30291504,林缨,1
3355ad7c-bc63-4f45-ad63-a80cd3443c33,30291504,旅行团,2
34f9d8d7-1ef4-4df6-84e3-031c833531d8,30291504,左右乐队,2
8eb9478d-c979-4c32-afdb-e42feb9fdda9,30291504,果味VC,2
29f23469-b838-41f3-a7bb-d0cb65dad0fe,30291504,张恒远,2
93aa77cb-b6d2-4617-814c-f033d95a1af4,30291504,颠覆M,2
3b65d77e-4db3-4012-b748-82e2e2874f3f,30291504,指人儿,2
3ca07ed3-783d-4526-b057-f302ebf795e5,30291504,杭盖,2
a461e829-9636-4f7d-9169-fb35b4b929ec,30291504,Mr.Miss,2
bb2012f9-405f-45cb-829f-9f70ee9b6949,30291504,鹿先森,2
537c74bc-02fe-4187-8bcf-18200d954ae9,30291504,杀手锏乐队,2
1341381,27191173,永井聪,0
1405844,27191173,眉月润,1
1319938,27191173,坂口理子,1
1335340,27191173,小松菜奈,2
1184188,27191173,大泉洋,2
1340151,27191173,清野菜名,2
1372292,27191173,矶村勇斗,2
1323959,27191173,叶山奖之,2
1350187,27191173,松本穗香,2
1316810,27191173,山本舞香,2
1319687,27191173,滨田麻里,2
1213396,27191173,户次重幸,2
1316808,27191173,吉田羊,2
f25f453c-09f6-4633-a5ea-9bf324d113db,27197502,Luke Sparke,0
fab8fcea-9da3-4750-8292-c3536739c809,27197502,Luke Sparke,1
80b71742-1cd7-44a6-9953-e4ce9384f139,27197502,Felix Williamson,1
1013898,27197502,特穆拉·莫里森,2
1049682,27197502,布鲁斯·斯宾斯,2
1040666,27197502,杰奎琳·麦根斯,2
e83fb085-6528-49af-a84c-838d31de16f4,27663814,杨人华,0
1326498,27663814,李子峰,2
1386777,27663814,宁心,2
fc293118-4327-4ce5-ad7a-9c15b74cae4e,27663814,唐七 Vivien Tang,2
1381239,30267286,洪硕九,0
e7a4bb7d-ef53-43b3-8b14-b402c77085e6,30267286,金世庆,1
1016000,30267286,崔秀钟,2
1323258,30267286,金宥真,2
1316981,30267286,李章宇,2
1313554,30267286,罗惠美,2
1320362,30267286,尹贞伊,2
1374618,30267286,郑恩宇,2
1378176,30267286,朴成勋,2
1384050,30267286,李斗日,2
1337207,30267286,林艺珍,2
db0c3af5-0c04-49ec-8921-d68761ac95ba,30267286,정재순,2
1323852,30267286,朴相元,2
1338946,30267286,车华妍,2
1052865,30267286,李惠淑,2
1336400,30267286,陈庆,2
b807cb61-5442-45cc-8d77-8d925097187c,30267286,김창회,2
1385793,30267286,李承亨,2
1381295,30267286,金秋月,2
5318e78f-970d-4e0c-aad6-5db27faf19b0,30267286,황효은,2
1389045,30267286,林智贤,2
50acbd63-1c68-40d4-b35d-961922ac5c83,30267286,이상구,2
1333259,30267286,吉勇宇,2
1340179,30267286,康星民,2
1331785,30267286,李俊赫,2
1344120,30267286,尹真伊,2
1383716,30267286,姜朱夏,2
1005110,30258076,黄圣依,2
1396302,30258076,杨安迪,2
1360678,30258076,任嘉伦,2
1327799,30258076,沈梦辰,2
1313740,30258076,邓莎,2
1318844,30258076,武艺,2
1340456,30258076,白举纲,2
1316125,30258076,张丹峰,2
1351495,30258076,范湉湉,2
1314747,30258076,蔡国庆,2
1321186,30258076,郭雪芙,2
1317994,30258076,王媛可,2
1318795,30258076,王茂蕾,2
1049893,26951600,凡妮莎·帕里斯,0
144a893f-7848-43b4-a6a1-fd0c2f6f6467,26951600,Jessica O'Toole,1
ff6b0561-a720-44a3-9315-7038c5cee84d,26951600,Amy Rardin,1
0bf8c8e7-c8f4-4ca1-a1cf-dcd08fac0ae7,26951600,Jennie Snyder Urman,1
1044956,26951600,梅罗妮·迪亚兹,2
1334429,26951600,玛德琳·曼托克,2
1000209,26951600,鲁珀特·伊文斯,2
1329000,26951600,瑟达吕斯·布兰,2
1327392,26951600,娜塔莉·豪尔,2
1040564,26951600,克雷格·帕克,2
1193975,26951600,瓦勒里·克鲁斯,2
1408949,26951600,查理·吉尔莱斯皮尔,2
1032198,26951600,维吉尼亚·威廉姆斯,2
1022871,26951600,莱亚·吉斯特德,2
1344052,26951600,伊娃·拉·戴尔,2
1396182,26951600,埃米利娅·巴拉纳茨,2
1410084,26951600,塔兰·凯勒姆,2
1334636,26951600,麦克利·米勒,2
1254396,26951600,克莉希·菲茨,2
1372529,26951600,艾琳·伊拉斯玛,2
1010687,26951600,罗伯特·派恩,2
1327411,26951600,卡拉德·哈瑞斯,2
1022687,26951600,丽亚·派普斯,2
1280322,26951600,卡罗琳·凯芙,2
1013958,26951600,安娜·玛丽亚·佩雷兹·德·塔格,2
1077191,26951600,杰米·卡米尔,2
1290050,26951600,亚伯拉罕·林,2
1352544,26951600,艾比·罗斯,2
1226070,26951600,马修·维利希,2
211e9690-cc16-46d5-964b-1df6a06278eb,26951600,Sarah Jeffery,2
00c6e27f-baf3-40b1-a1a4-0c9374ce842a,26951600,Ellen Tamaki,2
bd846f76-a507-4c42-adf3-061b15b5d27d,26951600,Nick Hargrove,2
95e3c797-9b01-44d9-bd47-0bca07e5ff3e,26951600,Aleyse Shannon,2
1256835,26951600,利·刘易斯,2
1398070,27606054,伊恩·埃德曼,0
1398070,27606054,伊恩·埃德曼,1
1399808,27606054,哈里森·霍尔策,2
1399807,27606054,凯尔,2
1399806,27606054,乔丹·罗克,2
1399802,27606054,罗比·德马,2
1200859,27606054,贾达基斯,2
1257115,27606054,雪莱·亨尼格,2
1369307,27606054,艾尔·温特,2
1411215,27606054,马特·罗杰斯,2
1349392,27606054,安迪·巴克利,2
1049719,27606054,布莱尔·安德伍德,2
1320251,27606054,维兹·卡利法,2
1385253,27606054,杰米·崔,2
ef19daac-1819-40e0-b064-2c91ba546e47,30243330,代艺霖,0
4effa2a9-9b6a-4d13-b4b4-3e253ecb3518,30243330,王元春,1
a5d23adc-b902-40ca-8984-3a14d68025d8,30243330,彭愚厶,2
87796940-1fe4-4885-974e-f82d56cea9aa,30243330,曾妮,2
1364685,30243330,何其炜,2
1369169,30243330,王怡雯,2
d85b3991-23a0-4673-aa8e-e38f1c5bf439,30243330,郭野,2
1378183,30243330,周升,2
81c42acc-df5b-4b05-b953-9ee38d321143,34809108,Irene Villamor,0
b2065d00-c6d7-4ac2-9d78-38d32cc233fe,34809108,Irene Villamor,1
1058351,34809108,Carlo Aquino,2
1b2c7b6b-a3f4-43e6-b1a9-3971f2295ab4,34809108,Bela Padilla,2
1353778,30253123,蔡俊彬,0
1286725,26707077,何蔚庭,0
1286725,26707077,何蔚庭,1
1352153,26707077,李鸿其,2
1276144,26707077,黄璐,2
1319882,26707077,丁宁,2
1315239,26707077,张国柱,2
1362156,26707077,谢章颖,2
1313594,26707077,石锦航,2
1362155,26707077,路易丝·格林贝格,2
1011213,26707077,尹馨,2
1276076,26707077,高捷,2
1007364,27163497,Andrés Couturier,0
1051454,27163497,吉姆·赫克特,1
1018977,27163497,莉莉·柯林斯,2
1027143,27163497,伊恩·麦柯肖恩,2
1010533,27163497,托比·凯贝尔,2
1338491,26827972,姚晓峰,0
1320932,26827972,李潇,1
1358737,26827972,张英姬,1
1365686,26827972,姜无及,1
1314123,26827972,靳东,2
1323729,26827972,江疏影,2
1274530,26827972,李乃文,2
1318720,26827972,辛芷蕾,2
1274732,26827972,李宗翰,2
1274306,26827972,倪大红,2
1316331,26827972,田雨,2
1354428,26827972,宋妍霏,2
1367472,27028864,原桂之介,0
1367472,27028864,原桂之介,1
1344104,27028864,知英,2
1314701,27028864,稻叶友,2
7cd2fb4d-0902-429e-a0d7-b145f01329c1,30406379,应勇,0
1335901,30406379,沈涛,2
1378021,30406379,吴晓波,2
1338265,30406379,马东,2
a3f8ba2f-8571-4e53-a06e-2d52ed3014a1,30406379,梁建章,2
24734d0f-b680-43d0-8296-75f348367572,30406379,余建军,2
1367118,30406379,郎平,2
fceb259e-c862-4a5b-a184-4f4d65065761,27186355,斎藤久,0
1378517,27186355,山田靖智,1
1274454,27186355,中村悠一,2
1351268,27186355,朝井彩加,2
1236882,27186355,福原香织,2
1328305,27186355,布里德卡特·塞拉·惠美,2
1028837,27186355,藤原启治,2
1056891,27186355,浅川悠,2
1028815,27186355,杉田智和,2
1317529,27186355,野水伊织,2
943399f6-8151-49a7-96d8-62b9c420bf8d,27186355,吉田聖子,2
1396704,30220683,Svyatoslav Podgaevskiy,0
1396765,30220683,纳塔莉亚·杜波瓦亚,1
1396747,30220683,伊凡·卡普托诺夫,1
1396704,30220683,Svyatoslav Podgaevskiy,1
1396705,30220683,维多利亚·阿加拉科娃,2
1396706,30220683,埃菲姆·彼得鲁宁,2
1396707,30220683,尼基塔·埃列涅夫,2
1396767,30220683,塞西尔·普尔哲,2
1396768,30220683,伊格·克里普诺夫,2
1396766,30220683,索菲亚·什德洛夫斯卡娅,2
1396771,30220683,达利亚·亚尔茨瓦夫,2
1396781,30220683,德米特里·亚采尔,2
1396782,30220683,阿拉·阿塔莫诺娃,2
1396769,30220683,埃米尔·沙莱斯,2
1396770,30220683,霍普·伊戈什娜,2
b3076db4-9f76-40d8-a89f-321483ec76b9,30231956,凤凰卫视张燕团队,0
1275275,30231956,王姬,2
1340928,30231956,邹市明,2
1320639,30231956,周云蓬,2
1313270,30231956,杨扬,2
1351845,30231956,许戈辉,2
f1bd1853-9728-4c01-ba3a-7aadfff536bb,30231956,田川,2
1395399,30238972,蒂亚戈·阿拉基利安,0
1395400,30238972,露依莎·帕耐斯,1
1089077,30238972,何塞·阿布雷乌,2
1087255,30238972,卢塞·德·索萨,2
1387767,30238972,勒琪霞·依斯纳德,2
1223523,30238972,爱莎·杨波,2
1052011,30238972,玛丽安娜·利马,2
1115128,30238972,丹通·梅罗,2
1142962,30238972,得德·桑塔纳,2
1391181,27611500,熊谷祐纪,0
1391181,27611500,熊谷祐纪,1
1351082,27611500,浅川梨奈,2
1336523,27611500,尾泽露娜,2
1391182,27611500,阿部梦梨,2
1391183,27611500,中山优贵,2
1391184,27611500,山口智也,2
1391185,27611500,古泉千里,2
1023245,27611500,亚纱美,2
1391186,27611500,星守纱风,2
1338325,27611500,尚玄,2
6ab96c63-11e7-4d6f-b04f-9192165923e9,30359432,Lyudmila Lebedeva,0
7f67d9f3-f0c0-46b6-86e2-2e5ee6dc7930,30359432,Vladimir Demin,1
51776c83-2342-44a9-b810-06cc2a9ce8b9,30359432,"Danil Artemenko,",2
32b044d7-923f-43a4-9a3d-632456c5ee84,30359432,Violetta Minulina,2
a8c84d63-4e36-4292-a80c-2263ca968b13,30359432,Ivan Grigoriev,2
1375050,30177763,郑益,0
1394344,30177763,奶猪,1
1325082,30177763,张大春,2
1319216,30177763,麦家,2
1369889,30177763,王珮瑜,2
1051157,30177763,杨祐宁,2
1274855,30177763,濮存昕,2
1338266,30177763,于丹,2
1324656,30177763,孟非,2
1375943,30177763,冯仑,2
1355006,30177763,老狼,2
1015115,30177763,张国立,2
1274819,30177763,王洛勇,2
1274626,30177763,陈建斌,2
1318434,30177763,郑渊洁,2
1020487,30177763,蒋雯丽,2
1017207,30177763,徐帆,2
1350945,30177763,江南,2
1315743,30177763,刘谦,2
565bf09a-5035-4166-9de1-f82ceffad7c4,30192089,惠祥意,0
77815a20-72e8-4f77-b833-b6a9f3f394dc,30192089,朱祥,2
7538f4a8-9c7a-41af-a48e-d8c09a4945b0,26413086,Ryan Unicomb,0
c0366b1a-de20-41d1-ab88-a212bd3e7f3b,26413086,Ryan Unicomb,1
fa0c3055-9f86-4747-a00c-2534f73d1fa1,26413086,Maria Lewis,1
1327186,26413086,雷克哈·莎尔玛,2
1107195,26413086,沃尔特·琼斯,2
1099434,26413086,迪恩·哈格鲁德,2
1157657,26413086,薇诺妮卡·泰勒,2
1157160,26413086,Austin St. John,2
1183915,26413086,Marc Fennell,2
8efeeb86-c08c-452c-86ab-c4303144fde1,26413086,Tom Taylor,2
4770047d-5718-4a90-ab1f-fb5c996e34c6,27178935,김정환,0
1358692,27178935,韩相爀,2
1327932,27178935,朴圣雄,2
1367297,27107139,安藤正臣,0
1275219,27107139,吉田玲子,1
1387785,27107139,松田利冴,2
1387786,27107139,下地紫野,2
1001776,27107139,悠木碧,2
1351270,27107139,安济知佳,2
1313564,27107139,松风雅也,2
1364167,27607410,关心,0
1364167,27607410,关心,1
425462ac-8e99-415e-acec-b3bcd4382436,27607410,舒奕澄,1
4c7b8655-8fbd-45f5-8956-93d0b3ba97d4,27607410,Colin,1
1390805,27607410,褚珺,2
1387169,27607410,惠龙,2
1342836,27607410,赵毅,2
1410442,27607410,李璐,2
1334349,27607410,山新,2
1325742,27607410,王凯,2
1360429,27607410,白雪岑,2
1339972,27607410,边江,2
1336934,27607410,陈光,2
1340810,27607410,唐小喜,2
1340250,27607410,苏俣,2
1385396,27607410,齐斯伽,2
1340811,27607410,阎萌萌,2
1384857,27607410,邱秋,2
1280638,30263962,麦子善,0
1337058,30263962,牛新瑶,1
1393912,30263962,高煜浩,1
1347759,30263962,杨宁,1
1393913,30263962,李震霄,1
1000526,30263962,赵文卓,2
1343228,30263962,母其弥雅,2
1329519,30263962,韦娜,2
1374310,30263962,李璐兵,2
1340256,30263962,陈晨,2
1381873,30263962,魏小欢,2
1403652,30263962,郜玄铭,2
1005531,30263962,泽田谦也,2
8fed590b-ef64-4ba3-8973-6ae16e3f19b9,30411611,Dennis L. Reed II,0
48c5a6c3-5cb2-41fb-8d24-0e1d49c70876,30411611,Nicole Alexander,2
00248e0c-0c0a-4f04-a277-a78b32fded2b,30411611,Jim Jones,2
9339f622-53f7-443c-9bd8-c660581a46ce,30411611,Karen McCants,2
d590d0b4-97bc-4956-8134-9c3be46b77e2,30411611,Mara Kanyon,2
3a316660-f835-451e-8f9a-0c36c5c29c5f,30411611,Grover McCants,2
9504842a-4023-4187-a61e-6b6ee51f2c95,30411611,Kristin Clarke,2
163869c0-ae6c-4ba3-96eb-3d488fb1659e,30411611,Royce Reed,2
ae009005-83e6-4bf8-9429-f3fae7bbc0d9,30411611,Demaris Harvey,2
cb2d16e5-b6e4-4a26-bcc1-8fe8990d9f5f,30411611,Julius Gregory,2
ade34fd3-8f80-4459-9fb3-b38af666ee59,30411611,Nigel morris,2
434eb891-89d1-4183-8fd9-5ccc52ddd30b,30411611,Kendra Kouture,2
